
d:[0,0,250,104,2147483647,2147483647,-1,false,3] S:[,0,NEUTRAL] ->:[,0,0]
d:[1,1,250,105,2147483647,2147483647,-1,false,3] S:[,1,NEUTRAL] ->:[,1,0]
d:[2,2,250,152,2147483647,2147483647,-1,false,3] S:[,2,NEUTRAL] ->:[,2,0]
d:[3,3,250,153,2147483647,2147483647,-1,false,3] S:[,3,UP] ->:[,3,0]
d:[4,4,250,176,2147483647,2147483647,-1,false,3] S:[,4,UP] ->:[,4,0]
d:[5,5,250,177,2147483647,2147483647,-1,false,3] S:[,5,LEFT] ->:[,5,0]
d:[6,6,250,208,2147483647,2147483647,-1,false,3] S:[,6,DOWN] ->:[,6,40]
d:[7,7,250,209,2147483647,2147483647,-1,false,3] S:[,7,RIGHT] ->:[,7,40]
d:[8,8,290,232,2147483647,2147483647,-1,false,3] S:[,8,RIGHT] ->:[,8,50]
d:[9,9,290,233,2147483647,2147483647,-1,false,3] S:[,9,LEFT] ->:[,9,80]
d:[10,10,340,253,2147483647,2147483647,-1,false,3] S:[,10,RIGHT] ->:[,10,60]
d:[11,11,370,265,2147483647,2147483647,-1,false,3] S:[,11,DOWN] ->:[,11,40]
d:[12,12,400,277,2147483647,2147483647,-1,false,3] S:[,12,UP] ->:[,12,10]
d:[13,13,410,289,2147483647,2147483647,-1,false,3] S:[,13,RIGHT] ->:[,13,10]
d:[14,14,410,301,2147483647,2147483647,-1,false,3] S:[,14,DOWN] ->:[,14,140]
d:[15,15,420,313,2147483647,2147483647,-1,false,3] S:[,15,UP] ->:[,15,200]
d:[16,16,550,365,2147483647,2147483647,-1,false,3] S:[,16,UP] ->:[,16,140]
d:[17,17,620,393,2147483647,2147483647,-1,false,3] S:[,17,LEFT] ->:[,17,100]
d:[18,18,690,421,2147483647,2147483647,-1,false,3] S:[,18,RIGHT] ->:[,18,60]
d:[19,19,720,433,2147483647,2147483647,-1,false,3] S:[,19,LEFT] ->:[,19,60]
d:[20,20,750,445,2147483647,2147483647,-1,false,3] S:[,20,LEFT] ->:[,20,190]
d:[21,21,780,457,2147483647,2147483647,-1,false,3] S:[,21,DOWN] ->:[,21,300]
d:[22,22,940,521,2147483647,2147483647,-1,false,2] S:[,22,UP] ->:[,22,140]
d:[23,23,1080,561,2147483647,2147483647,-1,false,2] S:[,23,UP] ->:[,23,150]
d:[24,24,1080,562,2147483647,2147483647,-1,false,2] S:[,24,LEFT] ->:[,24,150]
d:[25,25,1230,633,2147483647,2147483647,-1,false,2] S:[,25,LEFT] ->:[,25,360]
d:[26,26,1230,634,2147483647,2147483647,-1,false,2] S:[,26,UP] ->:[,26,360]
d:[27,27,1590,699,2147483647,2147483647,-1,false,2] S:[,27,LEFT] ->:[,27,480]
d:[28,28,1590,700,2147483647,2147483647,-1,false,2] S:[,28,DOWN] ->:[,28,480]
d:[29,29,2070,771,2147483647,2147483647,-1,false,2] S:[,29,UP] ->:[,29,0]
d:[30,30,2070,772,2147483647,2147483647,-1,false,2] S:[,30,UP] ->:[,30,0]
d:[31,31,2070,819,2147483647,2147483647,-1,false,2] S:[,31,LEFT] ->:[,31,0]
d:[32,32,2070,820,2147483647,2147483647,-1,false,2] S:[,32,LEFT] ->:[,32,20]
d:[33,33,2070,867,2147483647,2147483647,-1,false,2] S:[,33,UP] ->:[,33,50]
d:[34,34,2090,879,2147483647,2147483647,-1,false,2] S:[,34,LEFT] ->:[,34,60]
d:[35,35,2120,891,2147483647,2147483647,-1,false,2] S:[,35,DOWN] ->:[,35,30]
d:[36,36,2150,903,2147483647,2147483647,-1,false,2] S:[,36,LEFT] ->:[,36,0]
d:[37,37,2150,915,2147483647,2147483647,-1,false,2] S:[,37,LEFT] ->:[,37,0]
d:[38,38,2150,927,2147483647,2147483647,-1,false,2] S:[,38,UP] ->:[,38,30]
d:[39,39,2150,939,2147483647,2147483647,-1,false,2] S:[,39,RIGHT] ->:[,39,60]
d:[40,40,2180,951,2147483647,2147483647,-1,false,2] S:[,40,RIGHT] ->:[,40,30]
d:[41,41,2210,963,2147483647,2147483647,-1,false,2] S:[,41,RIGHT] ->:[,41,0]
d:[42,42,2210,975,2147483647,2147483647,-1,false,2] S:[,42,UP] ->:[,42,0]
d:[43,43,2210,1027,2147483647,2147483647,-1,false,2] S:[,43,UP] ->:[,43,0]
d:[44,44,2210,1039,2147483647,2147483647,-1,false,2] S:[,44,UP] ->:[,44,0]
d:[45,45,2210,1075,2147483647,2147483647,-1,false,2] S:[,45,RIGHT] ->:[,45,0]
d:[46,46,2210,1087,2147483647,2147483647,-1,false,2] S:[,46,DOWN] ->:[,46,0]
d:[47,47,2210,1139,2147483647,2147483647,-1,false,2] S:[,47,DOWN] ->:[,47,0]
d:[48,48,2210,1151,2147483647,2147483647,-1,false,2] S:[,48,UP] ->:[,48,0]
d:[49,49,2210,1163,2147483647,2147483647,-1,false,2] S:[,49,LEFT] ->:[,49,0]
d:[50,50,2210,1175,2147483647,2147483647,-1,false,2] S:[,50,RIGHT] ->:[,50,0]
d:[51,51,2210,1187,2147483647,2147483647,-1,false,2] S:[,51,RIGHT] ->:[,51,0]
d:[52,52,2210,1199,2147483647,2147483647,-1,false,2] S:[,52,LEFT] ->:[,52,0]
d:[53,53,2210,1211,2147483647,2147483647,-1,false,2] S:[,53,RIGHT] ->:[,53,0]
d:[54,54,2210,1223,2147483647,2147483647,-1,false,2] S:[,54,RIGHT] ->:[,54,0]
d:[55,55,2210,1275,2147483647,2147483647,-1,false,2] S:[,55,RIGHT] ->:[,55,0]
d:[56,56,2210,1287,2147483647,2147483647,-1,false,2] S:[,56,UP] ->:[,56,30]
d:[57,57,2210,1323,2147483647,2147483647,-1,false,2] S:[,57,DOWN] ->:[,57,100]
d:[58,58,2240,1335,2147483647,2147483647,-1,false,2] S:[,58,DOWN] ->:[,58,70]
d:[59,59,2310,1387,2147483647,2147483647,-1,false,2] S:[,59,UP] ->:[,59,0]
d:[60,60,2310,1399,2147483647,2147483647,-1,false,2] S:[,60,DOWN] ->:[,60,0]
d:[61,61,2310,1411,2147483647,2147483647,-1,false,2] S:[,61,UP] ->:[,61,0]
d:[62,62,2310,1423,2147483647,2147483647,-1,false,2] S:[,62,DOWN] ->:[,62,0]
d:[63,63,2310,1435,2147483647,2147483647,-1,false,2] S:[,63,DOWN] ->:[,63,0]
d:[64,64,2310,1447,2147483647,2147483647,-1,false,2] S:[,64,DOWN] ->:[,64,40]
d:[65,65,2310,1459,2147483647,2147483647,-1,false,2] S:[,65,LEFT] ->:[,65,100]
d:[66,66,2350,1527,2147483647,2147483647,-1,false,1] S:[,66,DOWN] ->:[,66,120]
d:[67,67,2410,1551,2147483647,2147483647,-1,false,1] S:[,67,RIGHT] ->:[,67,90]
d:[68,68,2470,1575,2147483647,2147483647,-1,false,1] S:[,68,RIGHT] ->:[,68,60]
d:[69,69,2500,1587,2147483647,2147483647,-1,false,1] S:[,69,UP] ->:[,69,30]
d:[70,70,2530,1599,2147483647,2147483647,-1,false,1] S:[,70,LEFT] ->:[,70,0]
d:[71,71,2530,1651,2147483647,2147483647,-1,false,1] S:[,71,RIGHT] ->:[,71,0]
d:[72,72,2530,1663,2147483647,2147483647,-1,false,1] S:[,72,LEFT] ->:[,72,0]
d:[73,73,2530,1699,2147483647,2147483647,-1,false,1] S:[,73,DOWN] ->:[,73,20]
d:[74,74,2530,1711,2147483647,2147483647,-1,false,1] S:[,74,UP] ->:[,74,40]
d:[75,75,2550,1763,2147483647,2147483647,-1,false,1] S:[,75,LEFT] ->:[,75,20]
d:[76,76,2570,1775,2147483647,2147483647,-1,false,1] S:[,76,LEFT] ->:[,76,0]
d:[77,77,2570,1787,2147483647,2147483647,-1,false,1] S:[,77,UP] ->:[,77,0]
d:[78,78,2570,1799,2147483647,2147483647,-1,false,1] S:[,78,DOWN] ->:[,78,0]
d:[79,79,2570,1811,2147483647,2147483647,-1,false,1] S:[,79,DOWN] ->:[,79,0]
d:[80,80,2570,1823,2147483647,2147483647,-1,false,1] S:[,80,RIGHT] ->:[,80,0]
d:[81,81,2570,1835,2147483647,2147483647,-1,false,1] S:[,81,RIGHT] ->:[,81,0]
d:[82,82,2570,1847,2147483647,2147483647,-1,false,1] S:[,82,RIGHT] ->:[,82,0]
d:[83,83,2570,1899,2147483647,2147483647,-1,false,1] S:[,83,UP] ->:[,83,0]
d:[84,84,2570,1911,2147483647,2147483647,-1,false,1] S:[,84,RIGHT] ->:[,84,0]
d:[85,85,2570,1947,2147483647,2147483647,-1,false,1] S:[,85,LEFT] ->:[,85,0]
d:[86,86,2570,1959,2147483647,2147483647,-1,false,1] S:[,86,LEFT] ->:[,86,0]
d:[87,87,2570,2011,2147483647,2147483647,-1,false,1] S:[,87,DOWN] ->:[,87,0]
d:[88,88,2570,2023,2147483647,2147483647,-1,false,1] S:[,88,LEFT] ->:[,88,0]
d:[89,89,2570,2035,2147483647,2147483647,-1,false,1] S:[,89,UP] ->:[,89,0]
d:[90,90,2570,2047,2147483647,2147483647,-1,false,1] S:[,90,DOWN] ->:[,90,30]
d:[91,91,2570,2059,2147483647,2147483647,-1,false,1] S:[,91,UP] ->:[,91,60]
d:[92,92,2600,2071,2147483647,2147483647,-1,false,1] S:[,92,UP] ->:[,92,30]
d:[93,93,2630,2083,2147483647,2147483647,-1,false,1] S:[,93,UP] ->:[,93,0]
d:[94,94,2630,2095,2147483647,2147483647,-1,false,1] S:[,94,RIGHT] ->:[,94,0]
d:[95,95,2630,2147,2147483647,2147483647,-1,false,1] S:[,95,DOWN] ->:[,95,30]
d:[96,96,2630,2159,2147483647,2147483647,-1,false,1] S:[,96,RIGHT] ->:[,96,60]
d:[97,97,2660,2195,2147483647,2147483647,-1,false,1] S:[,97,LEFT] ->:[,97,30]
d:[98,98,2690,2207,2147483647,2147483647,-1,false,1] S:[,98,DOWN] ->:[,98,0]
d:[0,0,230,78,2147483647,2147483647,-1,false,3] S:[,0,NEUTRAL] ->:[,0,20]
d:[1,1,250,102,2147483647,2147483647,-1,false,3] S:[,1,NEUTRAL] ->:[,1,0]
d:[2,2,250,126,2147483647,2147483647,-1,false,3] S:[,2,NEUTRAL] ->:[,2,0]
d:[3,3,250,138,2147483647,2147483647,-1,false,3] S:[,3,LEFT] ->:[,3,0]
d:[4,4,250,150,2147483647,2147483647,-1,false,3] S:[,4,UP] ->:[,4,0]
d:[5,5,250,202,2147483647,2147483647,-1,false,3] S:[,5,UP] ->:[,5,80]
d:[6,6,250,214,2147483647,2147483647,-1,false,3] S:[,6,DOWN] ->:[,6,110]
d:[7,7,330,250,2147483647,2147483647,-1,false,3] S:[,7,RIGHT] ->:[,7,90]
